237	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#46.502#46.748
238	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#46.748#46.994
239	если	если	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#46.994#47.24
240	щас	сейчас	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#47.24#47.486
241	посмотреть	смотреть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#47.486#47.732
242	какие-то	какой-то	DET	_	Case=Acc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#47.732#47.978
243	комедии	комедия	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#47.978#48.224
244	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#48.224#48.47
245	или	или	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#48.47#48.716
246	там	там	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#48.716#48.962
247	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#48.962#49.208
248	прочитать	читать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#49.208#49.454
249	какие-то	какой-то	DET	_	Case=Acc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#49.454#49.7
250	комедии	комедия	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#49.7#49.946
251	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#49.946#50.192
252	там	там	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#50.192#50.438
253	ммм...	ммм...	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#50.438#50.702
254	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#51.015#51.256
255	не	не	PART	_	Polarity=Neg	_	_	_	@dtp1985m-words#@dtp1985m#51.256#51.497
256	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#51.497#51.738
257	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#51.738#51.979
258	какой-то	какой-то	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#51.979#52.22
259	давности	давность	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#52.22#52.461
260	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#52.461#52.702
261	окажется	оказаться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#52.702#52.943
262	что	что	PRON	_	Case=Nom	_	_	_	@dtp1985m-words#@dtp1985m#52.943#53.184
263	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#53.184#53.425
264	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#53.425#53.666
265	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#53.666#53.907
266	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#53.907#54.148
267	и	и	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#54.148#54.389
268	не	не	PART	_	Polarity=Neg	_	_	_	@dtp1985m-words#@dtp1985m#54.389#54.63
269	так	так	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#54.63#54.871
270	смешно	смешной	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dtp1985m-words#@dtp1985m#54.871#55.114
271	ну	ну	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#55.488#55.767
272	даже	даже	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#55.767#56.046
273	ээ	ээ	X	_	_	_	_	_	@dtp1985m-words#@dtp1985m#56.046#56.325
274	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#56.325#56.604
275	какие-то	какой-то	DET	_	Case=Nom|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#56.604#56.883
276	там	там	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#56.883#57.162
277	мм	мм	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#57.162#57.441
278	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#57.441#57.72
279	признанные	признанный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#57.72#57.999
280	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#57.999#58.278
281	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#58.278#58.557
282	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#58.557#58.836
283	там	там	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#58.836#59.115
284	классики	классик	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#59.115#59.394
285	комедии	комедия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#59.394#59.679
286	н...	н...	X	_	_	_	_	_	@dtp1985m-words#@dtp1985m#60.19#60.439
287	нынешнего	нынешний	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#60.439#60.688
288	зрителя	зритель	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#60.688#60.937
289	могут	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#60.937#61.186
290	и	и	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#61.186#61.435
291	не	не	PART	_	Polarity=Neg	_	_	_	@dtp1985m-words#@dtp1985m#61.435#61.684
292	рассмешить	рассмешить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#61.684#61.933
293	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#61.933#62.182
294	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#62.182#62.431
295	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#62.431#62.68
296	н..	н..	X	_	_	_	_	_	@dtp1985m-words#@dtp1985m#62.68#62.929
297	не	не	PART	_	Polarity=Neg	_	_	_	@dtp1985m-words#@dtp1985m#62.929#63.178
298	значит	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#63.178#63.427
299	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#63.427#63.676
300	что	что	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#63.676#63.925
301	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#63.925#64.174
302	там	там	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#64.174#64.423
303	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#64.423#64.672
304	н...	н...	X	_	_	_	_	_	@dtp1985m-words#@dtp1985m#64.672#64.921
305	не	не	PART	_	Polarity=Neg	_	_	_	@dtp1985m-words#@dtp1985m#64.921#65.17
306	классики	классик	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#65.17#65.419
307	и	и	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#65.419#65.668
308	не	не	PART	_	Polarity=Neg	_	_	_	@dtp1985m-words#@dtp1985m#65.668#65.917
309	великие	великий	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#65.917#66.166
310	комедианты	комедиант	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#66.166#66.415
311	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#66.415#66.664
312	но	но	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#66.664#66.913
313	просто	просто	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#66.913#67.162
314	меняется	меняться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#67.162#67.411
315	время	время	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#67.411#67.66
316	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#67.66#67.909
317	вот	вот	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#67.909#68.158
318	и	и	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#68.158#68.407
319	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#68.407#68.679
320	когда-то	когда-то	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#69.03#69.391
321	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#69.391#69.752
322	Чарли	Чарли	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#69.752#70.113
323	Чаплин	Чаплина	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#70.113#70.474
324	мог	мочь	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#70.474#70.835
325	э	э	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#70.835#71.196
326	смешить	смешить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#71.196#71.557
327	людей	человек	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#71.557#71.918
328	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#71.918#72.279
329	ничего	ничто	PRON	_	Case=Gen	_	_	_	@dtp1985m-words#@dtp1985m#72.279#72.64
330	не	не	PART	_	Polarity=Neg	_	_	_	@dtp1985m-words#@dtp1985m#72.64#73.001
331	говоря	говорить	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#73.001#73.362
332	например	например	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#73.362#73.725
333	и	и	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#73.847#74.126
334	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#74.126#74.405
335	в	в	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#74.405#74.684
336	черно-белой	черно-белый	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#74.684#74.963
337	картинке	картинка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#74.963#75.242
338	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#75.242#75.521
339	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#75.521#75.8
340	современному	современный	ADJ	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#75.8#76.079
341	зрителю	зритель	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#76.079#76.358
342	мн...	мн...	X	_	_	_	_	_	@dtp1985m-words#@dtp1985m#76.358#76.637
343	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#76.637#76.916
344	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#76.916#77.195
345	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#77.195#77.474
346	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#77.474#77.753
347	уже	уже	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#77.753#78.032
348	будет	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#78.032#78.311
349	мало	мало	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#78.311#78.59
350	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#78.59#78.869
351	ему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#78.869#79.148
352	надо	надо	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#79.148#79.427
353	там	там	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#79.427#79.709
354	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@dtp1985m-words#@dtp1985m#79.824#80.089
355	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#80.089#80.354
356	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#80.354#80.619
357	пестро	пестро	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dtp1985m-words#@dtp1985m#80.619#80.884
358	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#80.884#81.149
359	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@dtp1985m-words#@dtp1985m#81.149#81.414
360	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#81.414#81.679
361	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#81.679#81.944
362	со	с	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#81.944#82.209
363	словами	слово	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#82.209#82.474
364	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#82.474#82.739
365	э	э	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#82.739#83.007
366	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#83.526#84.312
367	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#84.648#84.985
368	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#84.985#85.322
369	меняется	меняться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#85.322#85.659
370	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#85.659#85.996
371	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#85.996#86.335
372	ну	ну	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#90.608#90.851
373	для	для	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#90.851#91.094
374	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#91.094#91.337
375	Луи	Луи	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#91.337#91.58
376	де	де	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#91.58#91.823
377	Фюнес	Фюнес	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#91.823#92.066
378	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#92.066#92.309
379	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#92.309#92.552
380	был	быть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#92.552#92.795
381	и	и	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#92.795#93.038
382	остается	оставаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#93.038#93.285
383	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#93.391#93.639
384	дело	дело	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#95.85#96.006
385	не	не	PART	_	Polarity=Neg	_	_	_	@dtp1985m-words#@dtp1985m#96.006#96.162
386	в	в	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#96.162#96.318
387	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#96.318#96.474
388	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#96.474#96.63
389	что	что	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#96.63#96.786
390	младше	младший	ADJ	_	Degree=Cmp	_	_	_	@dtp1985m-words#@dtp1985m#96.786#96.942
391	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#96.942#97.098
392	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#97.098#97.254
393	когда	когда	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#97.254#97.41
394	родился	рождаться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#97.41#97.566
395	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#97.566#97.722
396	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#97.722#97.878
397	тоже	тоже	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#97.878#98.034
398	уже	уже	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#98.034#98.19
399	умер	умереть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#98.19#98.354
400	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#99.745#100.003
401	не	не	PART	_	Polarity=Neg	_	_	_	@dtp1985m-words#@dtp1985m#100.003#100.261
402	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#100.261#100.519
403	чтобы	чтобы	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#100.519#100.777
404	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#100.777#101.035
405	его	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#101.035#101.293
406	современник	современник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#101.293#101.552
407	нет	нет	PART	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#113.236#113.472
408	аа	аа	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#113.472#113.708
409	ну	ну	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#113.72#113.899
410	эт..	эт..	X	_	_	_	_	_	@dtp1985m-words#@dtp1985m#113.899#114.078
411	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#114.078#114.257
412	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#114.257#114.436
413	действительно	действительно	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#114.436#114.615
414	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#114.615#114.794
415	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#114.794#114.973
416	фильмы	фильм	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#114.973#115.152
417	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#115.152#115.331
418	до	до	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#115.331#115.51
419	сих	сей	DET	_	Case=Gen|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#115.51#115.689
420	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#115.689#115.868
421	до	до	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#115.868#116.047
422	сих	сей	DET	_	Case=Gen|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#116.047#116.226
423	пор	пора	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#116.226#116.405
424	смешные	смешной	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#116.405#116.584
425	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#116.584#116.763
426	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#116.763#116.956
427	вот	вот	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#116.956#117.325
428	советские	советский	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#117.325#117.694
429	комедии	комедия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#117.694#118.063
430	уникальны	уникальный	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@dtp1985m-words#@dtp1985m#118.063#118.434
431	поменялось	меняться	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#118.434#118.787
432	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#118.787#119.14
433	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#119.14#119.493
434	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#119.493#119.846
435	наше	наш	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#119.846#120.199
436	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#120.199#120.552
437	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#120.552#120.909
438	поменялась	меняться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#121.006#121.513
439	вся	весь	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#121.513#122.02
440	действительность	действительность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#122.02#122.527
441	вокруг	вокруг	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#122.527#123.037
442	а	а	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#123.111#123.419
443	почему-то	почему-то	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#123.419#123.727
444	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#123.727#124.035
445	равно	равный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dtp1985m-words#@dtp1985m#124.035#124.343
446	смешно	смешной	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dtp1985m-words#@dtp1985m#124.343#124.651
447	ээ	ээ	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#124.651#124.959
448	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#124.959#125.267
449	когда	когда	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#125.267#125.575
450	смотришь	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#125.575#125.883
451	эти	этот	DET	_	Case=Acc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#125.883#126.191
452	фильмы	фильм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#126.191#126.509
453	ну	ну	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#130.826#131.081
454	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#131.081#131.336
455	наверное	наверное	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#131.336#131.591
456	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#131.591#131.846
457	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#131.846#132.105
458	ну	ну	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#139.901#140.064
